Employee Number (Person),Employment Status (Person),Post Type (Post Profile),Appointment Status (Appointment),Pay Group (Person),Full Name (Person),Grade,Post Title (Post Profile),Directorate,Department,Family Friendly Absence Days,Absence Days,Sick Days,Certified Sick Days,Certified Sick Paid Days,Certified Sick Unpaid Days,Self Certified Sick Days,Self Certified Sick Paid Days,Annual Accrued Entitlement,Annual Floating Entitlement,Annual Carried Forward,Annual Total Entitlement,Annual Taken,Annual Balance,Annual Booked,Annual Balance Less Booked
100675,,PW,CO,FORTNIGHTLY WAGES - DLR,Casey Johnson,5,SMART DUBLIN REGIONAL MANAGER,FINANCE & WATER SERVICES,HOUSING,No Sick Leave Record,5,No Sick Leave Record,No Sick Leave Record,100298,101167,No Sick Leave Record,101094,0,27,5,No Annual Leave Record,24,13,4,10
100559,Live,PW,CO,SALARIES,Michael Stanley,5,SENIOR EXECUTIVE ENGINEER,INFRASTRUCTURE & CLIMATE CHANGE,PLANNING,No Sick Leave Record,No Sick Leave Record,0,0,100781,100727,No Sick Leave Record,100920,0,30,7.5,27,12,No Annual Leave Record,3,0
100816,Live,TP,CO,FORTNIGHTLY WAGES - DLR,Edward Hall,3,SENIOR LIBRARY ASSISTANT,"COMMUNITY, CULTURAL SERVICES & PARKS",INFRASTRUCTURE & CLIMATE CHANGE,No Sick Leave Record,No Sick Leave Record,0,33,101246,100697,No Sick Leave Record,101302,0,24,5,35,18,10.5,8.5,5.5
100022,Live,PW,CO,SALARIES,Randy Ford,7,EXECUTIVE QUANTITY SURVEYOR,"COMMUNITY, CULTURAL SERVICES & PARKS",INFRASTRUCTURE & CLIMATE CHANGE,0,No Sick Leave Record,No Sick Leave Record,0,100373,101339,No Sick Leave Record,101162,0,24,5,35,18.5,12,3,4
100667,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Dr. Jennifer Robinson,4,CHARGEHAND CRAFTSMAN,INFRASTRUCTURE & CLIMATE CHANGE,HOUSING,0,No Sick Leave Record,0,0,100165,100187,0,100689,0,29,2,30,23.5,No Annual Leave Record,No Annual Leave Record,11.5
100107,Live,PW,CO,SALARIES,Kyle Greene,3,LIBRARY ASSISTANT,PLANNING & ECONOMIC DEVELOPMENT,CHERRYWOOD,No Sick Leave Record,17,No Sick Leave Record,No Sick Leave Record,100058,101166,0,100993,0,27,No Annual Leave Record,23,24,3,0,16
100062,Live,PW,CO,SALARIES,John Russell,No Grade,SENIOR EXECUTIVE OFFICER,PLANNING & ECONOMIC DEVELOPMENT,FINANCE,0,No Sick Leave Record,0,0,100493,101285,No Sick Leave Record,101323,0,30,5,31.5,22.5,10,8,7
100031,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Christopher Hall,No Grade,EXECUTIVE PLANNER,PLANNING & ECONOMIC DEVELOPMENT,INFRASTRUCTURE & CLIMATE CHANGE,0,No Sick Leave Record,0,No Sick Leave Record,100849,101186,No Sick Leave Record,100919,0,32,0,37,16.5,22,0,8.5
100959,Live,PW,CO,SALARIES,Erica Turner,6,ASSISTANT STAFF OFFICER,INFRASTRUCTURE & CLIMATE CHANGE,CORPORATE SERVICES,0,2.02,0,0,101113,100870,0,101240,0,24,0,28.5,25,14.5,15,1
101340,Live,PW,CO,SALARIES,Jonathan Mckinney,No Grade,GENERAL OPERATIVE,CORPORATE AFFAIRS,INFRASTRUCTURE & CLIMATE CHANGE,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,100831,100354,0,100957,0,28,0,30,3,3,0,8.5
101005,Live,PW,CO,SALARIES,Glen Villanueva,7,SENIOR STAFF OFFICER,CORPORATE AFFAIRS,CORPORATE SERVICES,No Sick Leave Record,No Sick Leave Record,6,No Sick Leave Record,100812,101197,0,100879,0,30,5,No Annual Leave Record,15,11.5,0,No Annual Leave Record
100998,Live,PW,CO,SALARIES,Kelly Scott,7,GARDENER,HOUSING,INFRASTRUCTURE & CLIMATE CHANGE,No Sick Leave Record,0,0,No Sick Leave Record,100461,100719,0,100686,0,30,6,24,20.5,10,No Annual Leave Record,11
100529,Live,PW,CO,SALARIES,Theresa Murray,3,ASSISTANT ENGINEER,FINANCE & WATER SERVICES,HOUSING,0,0,0,No Sick Leave Record,100652,100077,0,100854,0,No Annual Leave Record,5,36,14,0,7.5,6.5
100003,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Brian Mitchell,6,SENIOR EXECUTIVE ENGINEER,"COMMUNITY, CULTURAL SERVICES & PARKS",HOUSING,No Sick Leave Record,9.01,0,No Sick Leave Record,100463,100572,0,101269,0,No Annual Leave Record,2.5,35,11.5,27.5,14,6
100901,Live,PW,CO,SALARIES,Carla Smith,No Grade,EXECUTIVE SOLICITOR,FINANCE & WATER SERVICES,HOUSING,0,No Sick Leave Record,No Sick Leave Record,0,100062,100819,No Sick Leave Record,100498,0,24,0,29,15,12,No Annual Leave Record,9
100897,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Jessica Dixon,No Grade,GENERAL OPERATIVE,INFRASTRUCTURE & CLIMATE CHANGE,PLANNING,0,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,100624,100413,No Sick Leave Record,100748,0,30,5.5,35,20,17,2,7
101084,Live,PW,CO,SALARIES,Omar Edwards,6,AREA COMMUNITY OFFICER,INFRASTRUCTURE & CLIMATE CHANGE,FINANCE,No Sick Leave Record,1.5,0,No Sick Leave Record,100005,101018,0,100323,0,No Annual Leave Record,0,19.5,17,No Annual Leave Record,6,12
101281,Live,TP,CO,SALARIES,Mrs. Angela Wheeler,No Grade,ASSISTANT STAFF OFFICER,PLANNING & ECONOMIC DEVELOPMENT,CULTURE,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,100848,101154,0,101278,0,No Annual Leave Record,5,No Annual Leave Record,25,14.5,5,8
101082,Live,PW,CO,SALARIES,Jorge Potts,8,PORTER HALL/ MSG,PLANNING & ECONOMIC DEVELOPMENT,PARKS,0,0,0,0,100462,100513,No Sick Leave Record,100673,0,24,3,24,19,14,3,4
100859,Live,PW,CO,SALARIES,Joyce Thompson,3,CLERICAL OFFICER,"COMMUNITY, CULTURAL SERVICES & PARKS",HARBOUR,No Sick Leave Record,No Sick Leave Record,2,No Sick Leave Record,100428,100664,No Sick Leave Record,100579,No Annual Leave Record,32,0,25,16.5,11.5,3,3
101299,Live,PW,CO,SALARIES,Ashley Green,6,STAFF OFFICER,"COMMUNITY, CULTURAL SERVICES & PARKS",CORPORATE SERVICES,No Sick Leave Record,1,No Sick Leave Record,No Sick Leave Record,100048,100185,0,100069,0,24,0,33,14.5,9,0,4.5
100510,Live,PW,CO,SALARIES,Eric Booth,No Grade,SENIOR STAFF OFFICER,INFRASTRUCTURE & CLIMATE CHANGE,CORPORATE SERVICES,No Sick Leave Record,0,0,No Sick Leave Record,101118,100979,2.5,100049,0,30,5,35,17.5,16,0,4
100130,Live,PW,CO,SALARIES,Brittany Lawrence,5,EXECUTIVE TECHNICIAN,CORPORATE AFFAIRS,HOUSING,No Sick Leave Record,No Sick Leave Record,0,0,101265,100424,No Sick Leave Record,100711,0,30,No Annual Leave Record,No Annual Leave Record,17,13.5,No Annual Leave Record,No Annual Leave Record
101306,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Courtney Ortiz,5,ASSISTANT PLANNER,HOUSING,PLANNING,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,0,100842,100734,No Sick Leave Record,101220,No Annual Leave Record,24,1,13,22,2,5,0
100327,Live,PW,CO,SALARIES,Kim Mack,5,SENIOR STAFF OFFICER,CORPORATE AFFAIRS,INFRASTRUCTURE & CLIMATE CHANGE,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,0,100664,100449,0,100719,No Annual Leave Record,30,0.5,35,14,23,3,3
100279,Live,PW,CO,SALARIES,Daniel Rivers,5.5,CLERICAL OFFICER,"COMMUNITY, CULTURAL SERVICES & PARKS",PLANNING,No Sick Leave Record,0.11,No Sick Leave Record,No Sick Leave Record,100716,101202,0,100429,0,30,5,34,21,11.5,7,4.5
100788,Live,PW,CO,SALARIES,Jordan Rodriguez,5,CLERICAL OFFICER,INFRASTRUCTURE & CLIMATE CHANGE,INFRASTRUCTURE & CLIMATE CHANGE,No Sick Leave Record,No Sick Leave Record,0,No Sick Leave Record,100745,100786,No Sick Leave Record,100483,0,30,0,32,20,12,3,11
100462,Live,PW,CO,SALARIES,Sean Collins,5,SCHOOL WARDEN,PLANNING & ECONOMIC DEVELOPMENT,INFRASTRUCTURE & CLIMATE CHANGE,0,No Sick Leave Record,No Sick Leave Record,2.5,100156,100995,0,100672,0,30,5,35,18,17,3,11
100714,Live,PW,CO,FORTNIGHTLY WAGES - DLR,James Heath,8,INSPECTOR BUILDING MAINTENANCE,ARCHITECTS,CULTURE,0,No Sick Leave Record,No Sick Leave Record,0,100343,101344,No Sick Leave Record,100946,0,10,1,24,17.5,4.5,3,4
101031,Live,PW,CO,SALARIES,Michelle Perez,3,ENVIRONMENTAL ENFORCEMENT WARDEN,ARCHITECTS,PARKS,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,100444,101187,1,100697,0,7.5,0,34,No Annual Leave Record,9.5,8,7
100594,Live,PW,CO,SALARIES,Andrew Hall,4,DRIVER,INFRASTRUCTURE & CLIMATE CHANGE,PLANNING,0,No Sick Leave Record,0,No Sick Leave Record,100316,100441,2,101058,0,30,5,24,14,7.5,0,7.5
100362,Live,PW,CO,SALARIES,Kenneth Graham,5,INSPECTOR (ANALOGOUS GRADE 5),INFRASTRUCTURE & CLIMATE CHANGE,INFRASTRUCTURE & CLIMATE CHANGE,0,No Sick Leave Record,0,No Sick Leave Record,100429,100130,0,101140,0,27,2.5,10,11,5.5,0,5
100841,Live,PW,CO,SALARIES,Richard Johnson,4,STAFF OFFICER,PLANNING & ECONOMIC DEVELOPMENT,WATER SERVICES,0,No Sick Leave Record,5,No Sick Leave Record,100527,100691,2,100864,0,32,No Annual Leave Record,32,19,8.5,4,7
101300,Live,PW,CO,SALARIES,Janice Turner,4,ASSISTANT STAFF OFFICER,INFRASTRUCTURE & CLIMATE CHANGE,PLANNING,No Sick Leave Record,0.01,No Sick Leave Record,No Sick Leave Record,100129,100682,No Sick Leave Record,100620,0,24,0,No Annual Leave Record,7,No Annual Leave Record,7,8
101074,Live,TP,CO,SALARIES,Kimberly Mayer,5,CARPENTER/JOINER,CORPORATE AFFAIRS,PLANNING,No Sick Leave Record,0,No Sick Leave Record,No Sick Leave Record,100515,100156,3.5,100528,0,30,0,No Annual Leave Record,16,No Annual Leave Record,3,17
100287,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Angela Stanley,No Grade,SENIOR STAFF OFFICER,HOUSING,PLANNING,0,0.19,No Sick Leave Record,No Sick Leave Record,100941,100960,No Sick Leave Record,100342,0,13.5,5,32.5,No Annual Leave Record,No Annual Leave Record,7,9
100236,Live,PW,CO,SALARIES,Lawrence Reeves,No Grade,CLERICAL OFFICER,HOUSING,INFRASTRUCTURE & CLIMATE CHANGE,No Sick Leave Record,0,7,No Sick Leave Record,101151,100510,No Sick Leave Record,101169,0,30,No Annual Leave Record,16.5,15.5,15,No Annual Leave Record,7.5
100534,Live,PW,CO,SALARIES,Lauren Fisher,No Grade,GENERAL OPERATIVE,INFRASTRUCTURE & CLIMATE CHANGE,CORPORATE SERVICES,0,No Sick Leave Record,9,No Sick Leave Record,100506,100082,No Sick Leave Record,100835,No Annual Leave Record,17.5,0,21.5,25,0.5,10,3
100164,Live,PW,CO,SALARIES,David Rangel,No Grade,SENIOR LIBRARY ASSISTANT,CORPORATE AFFAIRS,PARKS,0,0,No Sick Leave Record,0,100835,100689,0,101235,0,30,5,25.5,11,No Annual Leave Record,0,13
100469,Live,PW,CO,SALARIES,Miguel Lee,5,EXECUTIVE ARCHITECT,FINANCE & WATER SERVICES,PARKS,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,6,100765,101212,No Sick Leave Record,101280,0,24,0,29,No Annual Leave Record,10,5,10
100989,Live,PW,CO,SALARIES,Donald Lawson,5,FOREMAN GARDENER,INFRASTRUCTURE & CLIMATE CHANGE,HUMAN RESOURCES,0,No Sick Leave Record,0,8.5,100053,100852,0,101271,0,24,5,17.5,21,24,3,5.5
100798,Live,PW,CO,SALARIES,Nicole Garcia,No Grade,CLERICAL OFFICER,CORPORATE AFFAIRS,IT,No Sick Leave Record,6.02,No Sick Leave Record,0,100736,101265,No Sick Leave Record,100760,0,30,4,34,14.5,8.5,3,12
100418,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Mario Wright,6,STAFF OFFICER,PLANNING & ECONOMIC DEVELOPMENT,HOUSING,0,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,100801,100525,No Sick Leave Record,100883,0,21.5,No Annual Leave Record,No Annual Leave Record,21,10,3,14
101255,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Brett Wade,No Grade,BANKSMAN/ DUMPER DRIVER,"COMMUNITY, CULTURAL SERVICES & PARKS",HOUSING,No Sick Leave Record,0,16,No Sick Leave Record,100453,100115,No Sick Leave Record,100635,0,24,0,35,18,15.5,0,11.5
100201,Live,PW,CO,SALARIES,Albert Benson,4,GENERAL OPERATIVE,INFRASTRUCTURE & CLIMATE CHANGE,PLANNING,0,No Sick Leave Record,0,0,101077,100367,No Sick Leave Record,101019,No Annual Leave Record,30,2,24,No Annual Leave Record,2,0,15
101334,Live,PW,CO,SALARIES,Jacqueline Horton MD,5,CLERICAL OFFICER,"COMMUNITY, CULTURAL SERVICES & PARKS",HOUSING,0,16.01,6.5,No Sick Leave Record,100715,100895,No Sick Leave Record,100016,0,30,0,35,18,9.5,0,0
100363,Live,PW,CO,SALARIES,Jamie Becker,5,SENIOR LIBRARIAN,PLANNING & ECONOMIC DEVELOPMENT,INFRASTRUCTURE & CLIMATE CHANGE,No Sick Leave Record,No Sick Leave Record,0,16,101165,100159,3,100713,0,28.5,0,24,18,No Annual Leave Record,0,11
100912,Live,PW,CO,SALARIES,Richard Martinez,No Grade,CLERICAL OFFICER,LAW,FINANCE,No Sick Leave Record,No Sick Leave Record,0,0,100419,100533,No Sick Leave Record,100410,0,24,5,32,No Annual Leave Record,12,No Annual Leave Record,8.5
100408,Live,TP,CO,FORTNIGHTLY WAGES - DLR,Heidi Green,No Grade,SCHOOL WARDEN,FINANCE & WATER SERVICES,INFRASTRUCTURE & CLIMATE CHANGE,No Sick Leave Record,10.5,0,0,100099,100874,0,100907,0,27,6,35,22.5,4,3,4.5
101135,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Lisa Armstrong,7,ASSISTANT STAFF OFFICER,"COMMUNITY, CULTURAL SERVICES & PARKS",INFRASTRUCTURE & CLIMATE CHANGE,No Sick Leave Record,0,0,No Sick Leave Record,101013,100345,2,100869,No Annual Leave Record,30,1,30,No Annual Leave Record,14.5,3,4
101192,Live,TW,CO,SALARIES,Michael Shepherd,No Grade,FOREMAN WATER + DRAINAGE,FORWARD PLANNING INFRASTRUCTURE,INFRASTRUCTURE & CLIMATE CHANGE,0,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,100194,100320,No Sick Leave Record,100363,0,32,5,33,18,8.5,0,No Annual Leave Record
100583,Live,PW,CO,SALARIES,Keith Scott,No Grade,SCHOOL WARDEN,CORPORATE AFFAIRS,COMMUNITY,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,100264,100627,No Sick Leave Record,100562,0,22.5,5,34,20,16,3,9
100605,Live,PW,CO,SALARIES,David Patterson,No Grade,GRADUATE PROGRAMME,CORPORATE AFFAIRS,CULTURE,0,0,0,0,101158,100418,No Sick Leave Record,101254,0,30,1,29,14.5,16.5,0,2
100535,Live,PW,CO,SALARIES,Emily Brown,4,ENERGY OFFICER,HOUSING,PARKS,0,26.05,0,No Sick Leave Record,101219,100275,No Sick Leave Record,100390,0,30,4.5,No Annual Leave Record,No Annual Leave Record,18,No Annual Leave Record,9
100797,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Christopher Shaw,6,SCHOOL WARDEN,INFRASTRUCTURE & CLIMATE CHANGE,HOUSING,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,100335,101181,No Sick Leave Record,100583,No Annual Leave Record,30,0,30.5,0,No Annual Leave Record,3,3
100002,Live,PW,CO,SALARIES,Daniel Thomas,No Grade,ANALYST PROGRAMMER,"COMMUNITY, CULTURAL SERVICES & PARKS",INFRASTRUCTURE & CLIMATE CHANGE,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,101193,100127,0,101074,0,27.5,11,No Annual Leave Record,23,2.5,0,2
100782,Live,PW,CO,SALARIES,Paul Rivera,3,ASSISTANT FOREMAN GARDENER,INFRASTRUCTURE & CLIMATE CHANGE,PLANNING,0,No Sick Leave Record,0,No Sick Leave Record,100704,100555,0,100379,0,30,0,29,19,12,No Annual Leave Record,14.5
100046,Live,PW,CO,SALARIES,Dr. Karen Johnson,5,CLERICAL OFFICER,INFRASTRUCTURE & CLIMATE CHANGE,HOUSING,No Sick Leave Record,No Sick Leave Record,0,No Sick Leave Record,101187,100671,1,101159,0,29,0,24,19.5,0,11,15
100537,Live,PW,CO,FORTNIGHTLY WAGES - DLR,David Mills,5,SENIOR STAFF OFFICER,ARCHITECTS,INFRASTRUCTURE & CLIMATE CHANGE,0,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,101038,100258,No Sick Leave Record,101172,0,30,1,20,5,11.5,3,4.5
100526,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Laura Jimenez,6,COUNTY LIBRARIAN,"COMMUNITY, CULTURAL SERVICES & PARKS",INFRASTRUCTURE & CLIMATE CHANGE,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,100482,101335,No Sick Leave Record,101277,0,28.5,5,24,7,9,4,9
100348,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Dawn Gomez,3,LIBRARY ASSISTANT,INFRASTRUCTURE & CLIMATE CHANGE,CHERRYWOOD,No Sick Leave Record,No Sick Leave Record,0,No Sick Leave Record,100712,100813,0.5,100187,0,30,5,30,13,No Annual Leave Record,3,15
100612,Live,PW,CO,SALARIES,Tonya Silva,3,CLERICAL OFFICER,INFRASTRUCTURE & CLIMATE CHANGE,INFRASTRUCTURE & CLIMATE CHANGE,No Sick Leave Record,No Sick Leave Record,0.5,0,100821,100290,2,101048,0,24,0,No Annual Leave Record,16,11,4,5
100192,Live,PW,CO,SALARIES,Erica Cruz,No Grade,CE SCHEME,INFRASTRUCTURE & CLIMATE CHANGE,PLANNING,0,0,0,0,101053,100044,No Sick Leave Record,100355,0,30,0,30,No Annual Leave Record,11,3,9.5
101367,Live,TW,CO,SALARIES,William Ross,No Grade,SENIOR PROGRAMMER,ARCHITECTS,INFRASTRUCTURE & CLIMATE CHANGE,No Sick Leave Record,No Sick Leave Record,0,No Sick Leave Record,100962,100095,0,100056,0,29,0,35,No Annual Leave Record,6.5,3,6
100786,Live,PW,CO,SALARIES,Tony Smith,8,GENERAL OPERATIVE,INFRASTRUCTURE & CLIMATE CHANGE,PLANNING,0,0,11,25,101244,100966,No Sick Leave Record,100645,0,30,0,35,22,14,0,7.5
101000,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Gabriella Hayes,3,ASSISTANT FOREMAN GARDENER,"COMMUNITY, CULTURAL SERVICES & PARKS",PARKS,0,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,100995,101010,No Sick Leave Record,100381,0,24,2,29,20,4.5,3,9.5
100053,Live,PW,CO,SALARIES,Charles Martinez DVM,5,SENIOR EXECUTIVE PARKS SUPERINTENDENT,PLANNING & ECONOMIC DEVELOPMENT,INFRASTRUCTURE & CLIMATE CHANGE,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,100019,100369,0,100371,0,30,5,No Annual Leave Record,21,16.5,0,5
100546,Live,TW,CO,SALARIES,Judy Campbell,No Grade,CLERICAL OFFICER,PLANNING & ECONOMIC DEVELOPMENT,ARCHITECTS,0,0,No Sick Leave Record,No Sick Leave Record,100599,100499,0,101213,0,14,5,34,18,9,0,No Annual Leave Record
100944,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Melissa Oneal,4,ADMINISTRATIVE OFFICER,INFRASTRUCTURE & CLIMATE CHANGE,CORPORATE SERVICES,No Sick Leave Record,0,No Sick Leave Record,No Sick Leave Record,100155,100746,No Sick Leave Record,101108,No Annual Leave Record,24,0,32.5,No Annual Leave Record,19,No Annual Leave Record,5.5
100727,Live,TW,CO,SALARIES,Sheila Lane,7,EXECUTIVE ACCOUNTANT,"COMMUNITY, CULTURAL SERVICES & PARKS",FINANCE,0,No Sick Leave Record,0,0,100719,100674,No Sick Leave Record,101181,0,30,4.5,14,No Annual Leave Record,No Annual Leave Record,No Annual Leave Record,2.5
100678,Live,TP,CO,FORTNIGHTLY WAGES - DLR,Tony Gallagher,3,DRIVER CLEANSING,"COMMUNITY, CULTURAL SERVICES & PARKS",INFRASTRUCTURE & CLIMATE CHANGE,0,No Sick Leave Record,0,0,100723,101134,0,100641,0,29,1,34.5,16,3,3,1
100240,Live,PW,CO,SALARIES,Morgan Young,5,SENIOR EXECUTIVE ENGINEER,INFRASTRUCTURE & CLIMATE CHANGE,HOUSING,0,0,No Sick Leave Record,0,100154,100469,No Sick Leave Record,100282,No Annual Leave Record,No Annual Leave Record,0,26,No Annual Leave Record,No Annual Leave Record,3,16
100080,Live,PW,CO,FORTNIGHTLY WAGES - DLR,John Boyd,5,SENIOR EXECUTIVE ENGINEER,CORPORATE AFFAIRS,INFRASTRUCTURE & CLIMATE CHANGE,0,No Sick Leave Record,0,No Sick Leave Record,100628,101160,0,101001,0,20.5,4,No Annual Leave Record,12,6.5,0,7
100099,Live,PW,CO,FORTNIGHTLY WAGES - DLR,William Smith,8.5,CLERICAL OFFICER,INFRASTRUCTURE & CLIMATE CHANGE,PARKS,No Sick Leave Record,No Sick Leave Record,0,No Sick Leave Record,100252,100842,0,100990,0,24,0,35,11.5,21,0,9.5
100006,Live,PW,CO,SALARIES,Michelle Kelly,6,FOREMAN TRADESMAN,FINANCE & WATER SERVICES,PARKS,0,No Sick Leave Record,No Sick Leave Record,0,100818,100479,No Sick Leave Record,100768,0,27,No Annual Leave Record,27.5,13,7.5,0,6
100049,Live,PW,CO,SALARIES,Jacob Gates,3,GENERAL OPERATIVE,INFRASTRUCTURE & CLIMATE CHANGE,PARKS,0,9.52,No Sick Leave Record,No Sick Leave Record,101295,101170,0,100696,0,23.5,5,14,No Annual Leave Record,13,3,15
100992,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Russell Andrews,No Grade,COMMUNITY WORKER,CORPORATE AFFAIRS,INFRASTRUCTURE & CLIMATE CHANGE,0,No Sick Leave Record,5,No Sick Leave Record,101195,100447,0,100177,0,31,0,25,No Annual Leave Record,9.5,0,7.5
100887,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Jason Brooks,4,OPERATOR TRACTOR,INFRASTRUCTURE & CLIMATE CHANGE,CULTURE,0,No Sick Leave Record,0,No Sick Leave Record,100476,100837,No Sick Leave Record,101133,0,24,1,37,22,11,10,No Annual Leave Record
101272,Live,PW,CO,SALARIES,Tim Garcia,5.5,SCHOOL WARDEN,CORPORATE AFFAIRS,PARKS,No Sick Leave Record,No Sick Leave Record,0.5,0,101307,100030,No Sick Leave Record,100154,0,30,2.5,No Annual Leave Record,26.5,12,21,6
100617,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Robert Mendoza,No Grade,LIBRARIAN,ARCHITECTS,INFRASTRUCTURE & CLIMATE CHANGE,0,No Sick Leave Record,0,2,101222,100241,0,101138,0,20.5,0,29,23.5,18,3,9
101206,Live,PW,CO,SALARIES,Tracy Allen,4,GENERAL OPERATIVE,"COMMUNITY, CULTURAL SERVICES & PARKS",CULTURE,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,100273,100144,No Sick Leave Record,100531,No Annual Leave Record,30,5,35,24,7,3,10.5
100628,Live,PW,CO,SALARIES,Dominique Garrett,5,GULLY SUCKER DRIVER,PLANNING & ECONOMIC DEVELOPMENT,CORPORATE SERVICES,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,3,101262,100815,No Sick Leave Record,101362,0,13,5,33,12.5,1,3,12.5
101169,Live,PS,CO,FORTNIGHTLY WAGES - DLR,Jacob Gonzalez,No Grade,DESCALLING MACH OPERATOR,"COMMUNITY, CULTURAL SERVICES & PARKS",HOUSING,No Sick Leave Record,No Sick Leave Record,0,No Sick Leave Record,100384,100282,0,101015,0,30,3.5,31.5,16,8.5,0,10
100505,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Laura Castillo,No Grade,GIS SYSTEMS OFFICER,"COMMUNITY, CULTURAL SERVICES & PARKS",CORPORATE SERVICES,No Sick Leave Record,0.14,0,No Sick Leave Record,100123,100980,1,100982,0,30,17,33,1,9.5,4,6
100081,Live,PW,CO,SALARIES,Felicia Levine,No Grade,STAFF OFFICER,INFRASTRUCTURE & CLIMATE CHANGE,PLANNING,0,0,1,No Sick Leave Record,101368,100090,No Sick Leave Record,100019,0,12.5,4,No Annual Leave Record,21.5,No Annual Leave Record,0,9
101353,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Hannah Wang,No Grade,SCHOOL WARDEN,FINANCE & WATER SERVICES,INFRASTRUCTURE & CLIMATE CHANGE,No Sick Leave Record,0.07,0,No Sick Leave Record,100131,100443,No Sick Leave Record,100916,0,No Annual Leave Record,5.5,35,No Annual Leave Record,No Annual Leave Record,0,2
100829,Live,PW,CO,SALARIES,Danielle Mercado,5,SCHOOL WARDEN,PLANNING & ECONOMIC DEVELOPMENT,IT,No Sick Leave Record,0,No Sick Leave Record,No Sick Leave Record,100657,100193,0,100539,0,30,0,30,0.5,No Annual Leave Record,0,12
100436,Live,PW,CO,,Robert Sanders,6,GANGER,INFRASTRUCTURE & CLIMATE CHANGE,CORPORATE SERVICES,0,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,100866,100419,No Sick Leave Record,100168,No Annual Leave Record,32,3.5,33.5,19.5,6.5,3,13
100243,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Bob Jones,No Grade,ASSISTANT PLANNER,INFRASTRUCTURE & CLIMATE CHANGE,COMMUNITY,No Sick Leave Record,No Sick Leave Record,0,No Sick Leave Record,101184,100255,1,100033,0,30,0,32,23.5,10,9,0
100215,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Priscilla Johnson,No Grade,SENIOR STAFF OFFICER,"COMMUNITY, CULTURAL SERVICES & PARKS",INFRASTRUCTURE & CLIMATE CHANGE,0,No Sick Leave Record,0,0,100916,101096,0,100668,0,27,3,No Annual Leave Record,18.5,0,3,0
100993,Live,PW,CO,SALARIES,Mary Hoffman,No Grade,SENIOR STAFF OFFICER,PLANNING & ECONOMIC DEVELOPMENT,CORPORATE SERVICES,0,0,0,No Sick Leave Record,100404,100606,2,100205,0,24,No Annual Leave Record,34,No Annual Leave Record,12.5,3,14
100206,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Belinda Johnson,7,GENERAL OPERATIVE,"COMMUNITY, CULTURAL SERVICES & PARKS",INFRASTRUCTURE & CLIMATE CHANGE,0,No Sick Leave Record,No Sick Leave Record,27.5,101146,100693,No Sick Leave Record,100882,0,28.5,5,33,21,No Annual Leave Record,3,1
100600,Live,PW,CO,SALARIES,Misty Baker,5,EXECUTIVE ENGINEER,CORPORATE AFFAIRS,CULTURE,No Sick Leave Record,No Sick Leave Record,2,No Sick Leave Record,101280,101361,No Sick Leave Record,100831,0,29,0,32,13,15,3,No Annual Leave Record
